Birthday,Zip Code,Wear Glasses?,Allergic to Dogs?,Brown Hair?,Blue Eyes?
12/10/2006,14213,Yes,Yes,No,Yes
9/24/1986,14216,No,No,Yes,No
4/10/2008,14213,Yes,Yes,Yes,Yes
7/12/1948,14212,No,No,Yes,No
5/30/1937,14204,Yes,Yes,No,Yes
11/3/1982,14210,No,Yes,Yes,Yes
7/24/1970,14223,No,No,Yes,Yes
4/3/1919,14218,Yes,Yes,No,Yes
3/5/1999,14214,Yes,Yes,Yes,No
2/3/1988,14212,Yes,Yes,Yes,Yes
4/8/2002,14210,Yes,No,No,Yes
5/12/1988,14208,No,Yes,Yes,Yes
5/10/1970,14210,No,No,No,Yes
10/22/1940,14212,Yes,Yes,No,Yes
12/6/1907,14222,No,Yes,Yes,No
2/2/1925,14210,Yes,Yes,Yes,Yes
7/19/1957,14214,Yes,Yes,Yes,Yes
8/13/1984,14210,Yes,No,Yes,Yes
10/12/1969,14215,Yes,No,Yes,Yes
6/16/1944,14212,Yes,No,Yes,Yes
10/29/1965,14212,Yes,No,Yes,No
11/1/1960,14223,Yes,Yes,Yes,Yes
10/23/1973,14213,Yes,Yes,Yes,No
5/28/1935,14215,No,Yes,Yes,Yes
9/4/1956,14204,No,Yes,No,Yes
11/23/1903,14212,Yes,No,No,Yes
9/6/1950,14213,No,Yes,No,Yes
12/3/1994,14213,Yes,Yes,Yes,Yes
5/7/1980,14213,Yes,Yes,Yes,No
1/5/1951,14214,No,Yes,No,Yes
3/23/1992,14201,No,No,Yes,Yes
6/26/1961,14213,No,Yes,No,Yes
1/4/1968,14212,No,No,Yes,No
4/21/1978,14208,Yes,No,Yes,Yes
6/22/1998,14213,No,No,Yes,Yes
11/31/1972,14206,Yes,Yes,Yes,Yes
9/10/1997,14208,No,Yes,No,Yes
5/4/1936,14211,Yes,Yes,Yes,Yes
4/10/1931,14203,Yes,No,Yes,Yes
8/16/1959,14211,Yes,Yes,Yes,Yes
6/4/1901,14212,No,Yes,Yes,Yes
11/1/1957,14202,Yes,Yes,Yes,Yes
9/26/1954,14218,No,No,Yes,No
12/11/1915,14215,No,Yes,No,No
3/25/1959,14213,Yes,Yes,Yes,Yes
7/21/1900,14223,Yes,Yes,Yes,Yes
12/11/1969,14213,Yes,Yes,Yes,Yes
4/31/1949,14214,Yes,No,Yes,Yes
5/14/1909,14213,No,No,Yes,Yes
7/2/1931,14223,No,Yes,No,Yes
5/24/1928,14211,Yes,Yes,Yes,Yes
3/31/1910,14214,Yes,No,Yes,Yes
7/2/1950,14213,Yes,Yes,No,Yes
10/18/2003,14210,Yes,No,No,Yes
1/30/1963,14214,No,Yes,Yes,Yes
6/2/1942,14203,No,Yes,No,No
6/13/1904,14206,No,No,Yes,Yes
9/20/1937,14204,No,Yes,Yes,Yes
3/7/1941,14213,No,Yes,Yes,Yes
12/19/1979,14223,Yes,No,Yes,Yes
1/24/2004,14215,Yes,Yes,Yes,Yes
3/5/1916,14208,Yes,No,Yes,No
4/29/1976,14206,Yes,No,No,Yes
9/3/2009,14206,Yes,No,Yes,Yes
4/19/1945,14201,Yes,Yes,Yes,Yes
5/18/1986,14218,Yes,No,No,Yes
7/16/1987,14223,Yes,No,Yes,Yes
10/9/1902,14215,No,Yes,Yes,Yes
12/1/1954,14216,No,No,No,Yes
5/30/1994,14214,Yes,Yes,No,Yes
4/12/1986,14201,Yes,Yes,No,Yes
2/13/1971,14201,No,No,Yes,Yes
12/12/1942,14218,No,Yes,Yes,Yes
2/26/1993,14210,Yes,Yes,No,Yes
8/18/1971,14208,No,No,Yes,Yes
1/29/1913,14220,Yes,Yes,Yes,No
4/18/1996,14206,No,Yes,Yes,Yes
1/30/1973,14223,Yes,Yes,Yes,Yes
2/8/2006,14210,Yes,Yes,Yes,Yes
12/10/1982,14218,No,No,Yes,Yes
9/10/1928,14223,No,No,Yes,Yes
1/22/1970,14214,No,No,Yes,Yes
11/12/1930,14201,No,Yes,Yes,Yes
7/13/2002,14206,Yes,No,Yes,No
2/6/1970,14213,No,Yes,No,Yes
11/9/2009,14202,No,No,No,Yes
10/3/1995,14215,No,Yes,Yes,Yes
4/4/1929,14202,Yes,No,No,Yes
4/6/1928,14210,No,No,No,Yes
6/6/1947,14223,Yes,No,Yes,Yes
3/30/1977,14215,No,Yes,No,Yes
2/7/1966,14206,No,Yes,Yes,Yes
6/2/1939,14214,No,No,Yes,Yes
6/23/1903,14215,No,Yes,Yes,No
11/7/1928,14203,No,No,Yes,Yes
10/16/1991,14216,Yes,Yes,Yes,Yes
1/17/1935,14201,Yes,Yes,Yes,Yes
8/8/1921,14223,No,Yes,Yes,Yes
10/6/2003,14218,No,Yes,Yes,Yes
2/17/2001,14214,Yes,No,Yes,No
8/11/1941,14218,No,Yes,No,Yes
3/2/1986,14215,Yes,Yes,No,No
6/21/1979,14203,Yes,No,Yes,Yes
9/13/1981,14223,No,Yes,Yes,Yes
7/12/1936,14215,Yes,No,Yes,Yes
12/27/1991,14210,No,Yes,Yes,No
5/21/1993,14223,Yes,Yes,Yes,Yes
4/31/1981,14211,No,Yes,Yes,Yes
11/23/1988,14210,Yes,Yes,Yes,No
2/23/1958,14204,Yes,Yes,Yes,Yes
7/21/1948,14210,Yes,Yes,No,Yes
6/11/1972,14208,No,No,Yes,Yes
3/30/1948,14214,No,Yes,No,Yes
1/15/1989,14212,Yes,No,Yes,Yes
11/15/1907,14214,No,Yes,Yes,Yes
8/21/1933,14204,Yes,Yes,Yes,Yes
8/18/1958,14210,No,No,No,Yes
10/10/1999,14206,Yes,Yes,No,Yes
9/30/2005,14223,Yes,Yes,No,Yes
9/12/1914,14201,No,Yes,No,Yes
9/9/1909,14210,No,Yes,Yes,Yes
12/11/1958,14215,Yes,No,Yes,No
2/28/1967,14201,No,Yes,No,Yes
1/22/1915,14213,No,Yes,Yes,Yes
6/16/1959,14213,Yes,No,Yes,Yes
12/27/1911,14201,Yes,No,Yes,Yes
5/20/1955,14212,No,Yes,Yes,Yes
5/11/1909,14223,No,No,Yes,Yes
8/28/1972,14223,Yes,Yes,Yes,Yes
9/16/1912,14213,No,Yes,No,No
2/11/1918,14223,No,No,Yes,Yes
1/18/1923,14215,Yes,Yes,No,Yes
6/29/1903,14211,No,Yes,Yes,Yes
7/18/1944,14213,Yes,No,Yes,Yes
6/23/1940,14215,No,Yes,No,Yes
11/27/1928,14211,No,Yes,Yes,Yes
9/21/1932,14206,Yes,No,Yes,Yes
3/5/1911,14214,No,Yes,Yes,Yes
8/10/1996,14202,Yes,No,Yes,Yes
9/18/1978,14206,Yes,No,Yes,Yes
8/13/1970,14214,Yes,No,Yes,Yes
12/13/1996,14210,Yes,No,Yes,Yes
5/14/2003,14213,Yes,Yes,Yes,Yes
7/25/1918,14201,No,Yes,Yes,Yes
11/12/1906,14204,Yes,Yes,No,Yes
3/28/1911,14222,No,Yes,Yes,Yes
8/24/1981,14201,No,Yes,Yes,No
8/1/1992,14216,Yes,Yes,Yes,Yes
3/29/1914,14223,Yes,No,Yes,Yes
3/6/1993,14223,No,No,Yes,Yes
2/7/1989,14212,No,Yes,Yes,Yes
8/26/2004,14214,Yes,Yes,Yes,No
11/10/1985,14215,Yes,No,No,No
12/3/1952,14215,No,Yes,Yes,Yes
2/15/1948,14209,No,No,Yes,Yes
3/26/1915,14215,Yes,Yes,No,Yes
4/20/2008,14223,No,No,No,Yes
3/20/1995,14216,No,Yes,Yes,Yes
8/21/1979,14223,Yes,No,Yes,Yes
3/3/1969,14213,No,Yes,No,No
1/6/1935,14212,Yes,No,No,Yes
12/29/1993,14206,No,No,Yes,Yes
5/12/1990,14210,No,Yes,No,Yes
5/22/1966,14210,Yes,Yes,No,No
10/5/2000,14201,Yes,Yes,Yes,Yes
1/8/1919,14203,Yes,No,Yes,Yes
4/23/1923,14213,No,Yes,Yes,Yes
7/2/1970,14222,Yes,Yes,No,Yes
4/19/1915,14202,No,Yes,Yes,Yes
12/29/1931,14201,Yes,Yes,Yes,Yes
10/22/1941,14215,No,Yes,Yes,Yes
4/23/1922,14215,No,Yes,No,Yes
6/28/1953,14214,Yes,Yes,No,Yes
5/12/1970,14223,No,Yes,Yes,Yes
2/29/1953,14212,No,Yes,Yes,Yes
9/18/1986,14215,Yes,Yes,Yes,Yes
9/27/1950,14206,No,Yes,Yes,Yes
11/24/1920,14214,No,Yes,Yes,Yes
8/18/1919,14204,Yes,No,Yes,Yes
9/13/1986,14223,Yes,No,No,Yes
4/21/1908,14214,Yes,Yes,Yes,Yes
6/13/1907,14215,Yes,Yes,No,Yes
9/3/1988,14216,No,Yes,Yes,Yes
8/12/1966,14214,Yes,Yes,No,Yes
12/24/1992,14210,Yes,Yes,Yes,No
11/6/1997,14215,No,Yes,Yes,No
4/6/1908,14210,Yes,Yes,Yes,Yes
11/16/1997,14211,No,No,Yes,Yes
4/4/1924,14218,No,Yes,No,Yes
1/14/1964,14213,Yes,No,No,Yes
9/21/1944,14211,No,Yes,Yes,Yes
2/22/1902,14210,No,No,Yes,Yes
8/1/1999,14206,No,Yes,Yes,Yes
4/13/1989,14214,No,Yes,No,Yes
9/28/1971,14212,Yes,Yes,No,No
7/30/1928,14204,No,No,Yes,Yes
5/30/1917,14210,Yes,Yes,Yes,Yes
1/16/1943,14215,No,No,Yes,No
8/17/1937,14208,No,Yes,No,Yes
5/26/1906,14218,Yes,No,No,No
6/6/2000,14210,No,Yes,Yes,No
12/6/1990,14204,No,No,Yes,Yes
5/31/2006,14223,No,No,Yes,No
1/18/1907,14208,Yes,Yes,Yes,Yes
11/21/1970,14211,No,Yes,No,Yes
3/12/1949,14215,No,No,No,Yes
4/15/1916,14210,Yes,Yes,Yes,Yes
1/30/1906,14213,Yes,Yes,Yes,Yes
9/6/1929,14210,Yes,Yes,Yes,Yes
1/18/1962,14208,Yes,Yes,No,No
6/20/1965,14210,Yes,No,Yes,No
4/8/1965,14210,Yes,Yes,Yes,Yes
11/28/1964,14201,No,Yes,Yes,Yes
3/29/1931,14203,No,No,Yes,Yes
10/25/1981,14210,Yes,Yes,Yes,Yes
3/18/1993,14214,No,No,No,Yes
2/1/1908,14223,Yes,Yes,Yes,No
11/11/1965,14214,Yes,No,No,Yes
8/11/1912,14222,Yes,Yes,Yes,Yes
5/16/1923,14204,No,No,Yes,Yes
9/19/1977,14201,No,No,No,Yes
8/24/1906,14211,Yes,No,Yes,Yes
1/20/1962,14223,No,No,No,Yes
7/8/1967,14214,Yes,No,Yes,Yes
9/22/1962,14223,Yes,Yes,Yes,Yes
11/5/2009,14204,No,Yes,Yes,Yes
8/8/1908,14204,No,No,Yes,Yes
8/20/1935,14222,Yes,Yes,Yes,Yes
5/29/2001,14213,No,Yes,Yes,Yes
7/14/1973,14223,No,Yes,Yes,Yes
6/30/1973,14214,Yes,Yes,Yes,Yes
4/3/1921,14215,Yes,Yes,Yes,No
1/19/1908,14204,No,Yes,Yes,No
5/30/1924,14213,No,Yes,Yes,Yes
10/11/1905,14210,No,Yes,Yes,Yes
12/7/1902,14202,Yes,No,Yes,No
6/9/1969,14201,Yes,No,Yes,No
8/7/1900,14213,No,No,No,Yes
4/24/1902,14201,Yes,Yes,Yes,Yes
7/18/2010,14207,Yes,No,No,Yes
11/9/1976,14212,No,Yes,No,Yes
4/29/1907,14212,Yes,No,Yes,Yes
9/5/1931,14210,Yes,Yes,No,Yes
10/16/1948,14211,Yes,Yes,Yes,Yes
1/3/1952,14223,Yes,No,No,Yes
2/16/1925,14201,Yes,No,Yes,Yes
4/30/1997,14223,No,Yes,Yes,Yes
4/31/1985,14215,No,Yes,Yes,Yes
7/9/1965,14206,Yes,No,No,Yes
1/11/1969,14208,Yes,No,No,Yes
10/13/1928,14210,Yes,No,Yes,Yes
9/27/1963,14208,Yes,Yes,Yes,Yes
5/30/1944,14206,Yes,No,Yes,Yes
2/11/1941,14204,No,No,Yes,Yes
10/13/1942,14214,No,Yes,Yes,Yes
2/9/1943,14204,Yes,No,Yes,No
8/21/1932,14208,No,No,Yes,Yes
8/29/1949,14213,No,Yes,No,No
5/1/2005,14213,No,No,No,No
6/25/1931,14218,Yes,Yes,Yes,Yes
3/6/1911,14213,No,No,No,Yes
11/28/1991,14208,Yes,Yes,No,Yes
2/8/1924,14218,No,Yes,Yes,Yes
6/11/1947,14210,No,Yes,Yes,Yes
7/22/1921,14210,Yes,No,No,Yes
4/2/1954,14223,Yes,Yes,Yes,Yes
1/29/2008,14201,No,No,Yes,Yes
1/30/1906,14202,No,No,Yes,Yes
3/11/1923,14204,No,Yes,Yes,Yes
11/29/1983,14223,No,Yes,Yes,Yes
7/22/1994,14223,Yes,Yes,Yes,Yes
3/5/1955,14204,No,Yes,Yes,Yes
7/22/1932,14201,No,Yes,Yes,Yes
6/6/1945,14212,No,No,Yes,Yes
7/24/1958,14210,No,Yes,Yes,Yes
5/24/1909,14223,No,No,No,Yes
4/20/1920,14213,Yes,Yes,No,Yes
7/14/1984,14211,No,No,No,Yes
9/6/1949,14208,No,Yes,Yes,Yes
7/23/1937,14213,Yes,No,Yes,Yes
9/21/1930,14222,No,Yes,Yes,Yes
10/23/1977,14212,Yes,Yes,Yes,Yes
10/23/1937,14208,No,Yes,Yes,Yes
7/15/1999,14223,No,Yes,No,Yes
3/4/1987,14215,No,No,No,Yes
6/1/1908,14210,Yes,No,No,No
6/14/1948,14215,Yes,Yes,No,No
3/14/1924,14204,Yes,No,No,No
5/22/1914,14202,Yes,Yes,Yes,No
3/29/1992,14202,Yes,Yes,No,Yes
7/15/1960,14210,Yes,No,No,Yes
3/3/1973,14213,Yes,Yes,Yes,Yes
3/19/1900,14203,Yes,No,Yes,No
6/10/1952,14218,No,Yes,Yes,Yes
8/22/1925,14222,No,Yes,Yes,No
10/2/1978,14208,No,Yes,Yes,Yes
10/9/1941,14223,No,Yes,No,Yes
10/12/2006,14215,No,Yes,Yes,Yes
2/28/2010,14210,No,Yes,Yes,Yes
12/29/2008,14202,Yes,No,Yes,Yes
2/21/1940,14208,No,Yes,Yes,No
7/25/1975,14215,Yes,No,Yes,Yes
7/13/1998,14204,Yes,Yes,Yes,Yes
10/28/1975,14203,No,Yes,Yes,Yes
5/7/1953,14223,No,No,Yes,Yes
10/27/1962,14223,No,No,No,Yes
2/22/1919,14223,Yes,No,No,Yes
7/1/1909,14214,Yes,No,Yes,Yes
1/9/1928,14206,No,Yes,No,Yes
2/27/1973,14213,Yes,Yes,No,Yes
8/22/1907,14210,No,Yes,Yes,Yes
7/29/1948,14207,Yes,No,No,Yes
6/31/1935,14215,Yes,Yes,Yes,Yes
4/3/1993,14201,Yes,No,Yes,Yes
8/22/1995,14223,Yes,No,Yes,Yes
3/12/1984,14225,Yes,Yes,Yes,No
3/6/1978,14214,Yes,No,Yes,Yes
7/26/1909,14204,No,Yes,No,Yes
11/7/1911,14223,No,No,Yes,Yes
2/27/1966,14215,Yes,Yes,No,Yes
12/5/1935,14215,Yes,No,No,No
12/22/1998,14210,Yes,Yes,Yes,Yes
8/8/1936,14213,Yes,Yes,Yes,No
5/15/1936,14223,Yes,Yes,No,Yes
10/17/1930,14222,Yes,No,Yes,Yes
10/27/1955,14212,Yes,No,No,Yes
7/2/1975,14202,No,Yes,Yes,No
3/11/1974,14210,Yes,Yes,Yes,Yes
4/27/1987,14203,No,Yes,Yes,Yes
1/18/1960,14211,Yes,Yes,No,Yes
5/7/1923,14223,No,Yes,Yes,Yes
5/17/1949,14215,No,No,Yes,Yes
6/1/1993,14215,Yes,No,Yes,Yes
10/2/1906,14201,Yes,Yes,No,No
5/10/1953,14212,Yes,Yes,Yes,Yes
6/8/1945,14214,Yes,No,Yes,Yes
5/28/1917,14214,No,Yes,No,No
4/29/1945,14202,No,No,Yes,Yes
4/18/1946,14201,Yes,No,Yes,No
6/30/1964,14201,Yes,Yes,No,No
9/15/1986,14213,No,Yes,Yes,Yes
7/15/1986,14223,No,Yes,Yes,Yes
1/19/1994,14208,Yes,No,No,Yes
2/11/1981,14222,Yes,Yes,Yes,Yes
12/6/1973,14214,Yes,Yes,Yes,Yes
12/26/1971,14213,No,No,No,Yes
1/22/1946,14214,No,Yes,Yes,Yes
5/23/1920,14210,No,No,Yes,No
8/9/1968,14223,Yes,Yes,No,Yes
11/29/1984,14212,Yes,No,Yes,Yes
10/12/1961,14209,No,Yes,Yes,Yes
4/24/1941,14210,No,Yes,Yes,Yes
5/14/1926,14208,Yes,Yes,Yes,Yes
11/8/2006,14212,No,Yes,No,Yes
3/19/1912,14211,No,No,No,Yes
2/22/1971,14204,Yes,Yes,No,No
10/1/1945,14222,Yes,Yes,Yes,Yes
4/11/1909,14214,Yes,No,No,Yes
9/1/1916,14215,Yes,Yes,Yes,Yes
11/9/1959,14208,No,No,No,Yes
3/31/1906,14215,Yes,No,Yes,Yes
2/13/1966,14211,Yes,Yes,Yes,Yes
2/4/1906,14208,No,No,Yes,Yes
4/2/1990,14214,No,No,Yes,No
1/14/1907,14213,Yes,Yes,Yes,Yes
10/11/1916,14203,No,No,Yes,Yes
6/31/1967,14209,No,Yes,Yes,Yes
8/31/1981,14223,Yes,No,Yes,Yes
3/9/1972,14206,Yes,Yes,No,Yes
12/30/1913,14211,No,Yes,No,No
4/21/1982,14223,No,Yes,No,Yes
12/23/2000,14213,Yes,Yes,Yes,No
6/10/1956,14213,Yes,Yes,Yes,No
10/21/1953,14202,No,Yes,Yes,Yes
12/15/1942,14206,No,Yes,Yes,Yes
3/21/1994,14213,Yes,Yes,No,Yes
1/28/1965,14208,No,Yes,Yes,Yes
11/11/1906,14214,Yes,Yes,Yes,Yes
3/3/1925,14211,No,No,No,Yes
1/18/1998,14216,Yes,No,Yes,Yes
4/24/1997,14208,Yes,No,No,Yes
12/24/1993,14201,No,Yes,Yes,Yes
4/30/1938,14202,No,Yes,Yes,Yes
7/31/1904,14203,No,Yes,Yes,Yes
4/20/2010,14208,No,Yes,Yes,Yes
7/29/1950,14202,Yes,Yes,No,Yes
3/3/1986,14216,No,No,Yes,No
12/28/1936,14215,No,Yes,No,Yes
4/20/1927,14210,Yes,Yes,Yes,Yes
12/7/1919,14215,No,Yes,Yes,Yes
1/1/1957,14214,No,No,Yes,Yes
1/19/1906,14206,No,Yes,No,No
5/3/2002,14223,Yes,Yes,No,Yes
6/13/2001,14203,No,Yes,Yes,Yes
5/22/2006,14213,No,Yes,No,No
5/1/1999,14223,Yes,Yes,Yes,Yes
2/1/1925,14213,No,Yes,No,No
1/12/1956,14210,No,Yes,Yes,Yes
4/10/1922,14214,No,No,Yes,Yes
8/3/1912,14210,Yes,Yes,No,Yes
11/11/1915,14203,No,No,Yes,No
5/23/1921,14201,No,Yes,Yes,Yes
1/19/1990,14210,Yes,Yes,Yes,Yes
11/2/1919,14206,No,Yes,No,No
9/18/1933,14208,No,Yes,No,Yes
4/16/1915,14218,Yes,Yes,Yes,Yes
5/30/1914,14214,No,Yes,No,Yes
9/11/1922,14212,Yes,No,No,Yes
3/18/1915,14214,Yes,No,No,Yes
11/30/1968,14223,Yes,No,Yes,Yes
7/4/1973,14210,Yes,Yes,Yes,Yes
3/4/1955,14213,No,Yes,No,Yes
2/30/1935,14202,No,Yes,Yes,Yes
12/27/2001,14201,No,Yes,Yes,Yes
3/8/1989,14214,No,No,Yes,No
8/11/1997,14214,No,No,Yes,Yes
1/31/1933,14214,Yes,No,No,Yes
6/21/1944,14206,Yes,No,No,Yes
10/27/1931,14218,Yes,Yes,Yes,Yes
1/28/1913,14213,No,Yes,Yes,Yes
4/22/1900,14201,Yes,No,Yes,Yes
2/22/2005,14213,Yes,No,Yes,Yes
11/29/1986,14208,Yes,Yes,No,Yes
12/27/1927,14201,No,No,Yes,Yes
8/5/1918,14215,Yes,No,Yes,No
11/3/1925,14215,Yes,Yes,Yes,Yes
7/30/1918,14202,No,Yes,Yes,Yes
8/22/1972,14222,No,Yes,Yes,No
9/29/1974,14206,Yes,Yes,Yes,Yes
1/30/1926,14214,Yes,Yes,Yes,Yes
9/10/1995,14203,Yes,Yes,No,No
2/1/2006,14210,No,Yes,Yes,Yes
5/5/1983,14210,Yes,Yes,Yes,Yes
5/21/1903,14212,No,Yes,Yes,Yes
1/14/1911,14211,Yes,Yes,Yes,No
1/8/1963,14208,Yes,Yes,No,Yes
2/11/1907,14206,No,Yes,Yes,Yes
11/25/1979,14208,No,Yes,Yes,Yes
12/4/1904,14201,Yes,Yes,Yes,Yes
2/17/1914,14223,No,Yes,Yes,Yes
12/20/1970,14210,Yes,No,Yes,Yes
1/25/1975,14202,No,No,Yes,No
9/4/1934,14206,Yes,Yes,Yes,Yes
7/19/1932,14204,No,No,No,Yes
2/14/1984,14212,No,Yes,Yes,Yes
5/1/1959,14213,Yes,No,No,No
5/19/1913,14211,No,Yes,Yes,No
3/6/2002,14210,No,Yes,Yes,No
12/5/1959,14223,No,Yes,Yes,Yes
11/23/1993,14206,Yes,Yes,Yes,Yes
7/18/2006,14202,Yes,No,Yes,Yes
11/31/1972,14218,Yes,Yes,Yes,Yes
11/2/1981,14213,Yes,Yes,No,Yes
10/18/1949,14215,Yes,Yes,No,Yes
7/25/1980,14213,Yes,No,Yes,No
2/17/1915,14222,Yes,Yes,Yes,Yes
10/14/1903,14210,Yes,Yes,Yes,Yes
6/29/1990,14215,No,Yes,Yes,Yes
6/1/1931,14216,Yes,No,Yes,Yes
5/22/2008,14208,Yes,No,Yes,No
9/16/1964,14222,Yes,Yes,Yes,Yes
12/8/1971,14214,No,Yes,Yes,Yes
3/14/1923,14203,No,Yes,Yes,No
7/9/1989,14215,Yes,Yes,Yes,Yes
9/12/1906,14211,Yes,No,No,No
3/15/1936,14213,Yes,Yes,Yes,No
7/26/1993,14213,Yes,Yes,Yes,Yes
12/2/2010,14210,No,Yes,Yes,Yes
6/22/1943,14202,Yes,Yes,Yes,Yes
12/28/1967,14214,Yes,Yes,Yes,Yes
5/29/1959,14201,No,Yes,Yes,Yes
9/12/1994,14211,No,Yes,Yes,Yes
6/10/1930,14210,No,Yes,Yes,Yes
6/4/1978,14211,Yes,Yes,Yes,No
5/14/1926,14218,Yes,Yes,No,Yes
9/8/1911,14212,Yes,No,Yes,Yes
11/25/1900,14211,No,Yes,Yes,No
9/1/1919,14210,No,No,Yes,No
8/24/1924,14204,Yes,Yes,No,Yes
8/28/1946,14223,No,Yes,Yes,No
1/7/1930,14204,Yes,No,Yes,No
10/23/1959,14202,Yes,Yes,Yes,No
5/12/1929,14212,Yes,No,Yes,Yes
11/29/2001,14202,No,Yes,Yes,No
3/1/1991,14201,No,Yes,Yes,Yes
12/13/2002,14214,No,Yes,Yes,No
5/1/1926,14212,No,Yes,Yes,Yes
6/21/2003,14218,Yes,Yes,Yes,Yes
9/25/2003,14215,No,Yes,Yes,Yes
8/8/1990,14203,No,Yes,Yes,Yes
3/30/1939,14215,Yes,No,No,Yes
4/17/1956,14201,No,Yes,No,No
8/7/1990,14214,No,Yes,No,Yes
5/17/1978,14214,No,Yes,Yes,Yes
11/4/1950,14212,No,No,No,Yes
5/29/1903,14214,Yes,No,Yes,Yes
11/31/2010,14211,Yes,No,Yes,Yes
3/6/1911,14222,No,Yes,No,Yes
10/27/2008,14215,Yes,Yes,Yes,No
9/30/1959,14210,No,No,No,Yes
11/3/1944,14222,No,No,Yes,Yes
7/29/1936,14211,No,No,No,Yes
12/5/1942,14210,No,Yes,Yes,No
5/18/1939,14206,Yes,Yes,No,Yes
3/24/1946,14212,No,Yes,No,Yes
8/31/1953,14213,No,Yes,No,Yes
7/11/1924,14223,No,Yes,Yes,Yes
1/11/1983,14213,No,Yes,Yes,Yes
11/20/1996,14215,No,Yes,Yes,Yes
7/1/1909,14215,Yes,No,Yes,Yes
1/21/1953,14210,Yes,Yes,No,Yes
4/15/1942,14215,Yes,Yes,Yes,No
8/15/1932,14222,No,Yes,Yes,No
7/25/1974,14204,No,Yes,No,No
2/25/1967,14208,No,Yes,No,Yes
10/5/1949,14201,No,No,Yes,No
5/25/1967,14218,Yes,Yes,No,Yes
12/11/1944,14212,No,No,No,Yes
5/2/2002,14201,No,Yes,Yes,Yes
12/11/2003,14204,No,No,Yes,Yes
3/3/1975,14203,Yes,Yes,Yes,Yes
11/11/1940,14206,Yes,No,Yes,Yes
2/21/1990,14222,No,Yes,Yes,Yes
1/26/1976,14214,No,Yes,Yes,Yes
5/17/2003,14208,Yes,Yes,No,Yes
3/3/1954,14214,No,Yes,Yes,Yes
2/6/1997,14222,No,No,No,No
9/5/1909,14206,Yes,No,No,Yes
7/11/2003,14223,Yes,Yes,Yes,Yes
9/18/1983,14202,No,No,Yes,Yes
8/4/1987,14206,Yes,No,Yes,Yes
1/27/1952,14213,No,Yes,Yes,Yes
2/21/1936,14215,Yes,Yes,Yes,Yes
8/23/1935,14204,Yes,Yes,Yes,Yes
8/5/2001,14201,No,Yes,No,No
8/27/1913,14201,Yes,Yes,Yes,Yes
1/28/1933,14213,No,Yes,No,No
4/12/2003,14214,No,No,Yes,Yes
7/5/1926,14223,Yes,No,Yes,No
7/14/1976,14204,Yes,Yes,No,No
9/2/1967,14215,Yes,Yes,Yes,Yes
10/11/1909,14201,Yes,Yes,No,No
5/14/1953,14206,No,Yes,Yes,No
5/30/1909,14223,Yes,No,No,Yes
1/23/2000,14202,No,Yes,Yes,Yes
1/17/1971,14210,No,No,Yes,Yes
4/30/1999,14210,Yes,Yes,No,No
6/22/1975,14223,No,Yes,No,Yes
1/3/1967,14214,No,Yes,Yes,Yes
6/8/1921,14214,No,No,Yes,Yes
3/25/1917,14213,Yes,Yes,No,Yes
7/11/1964,14206,No,No,No,No
6/26/1980,14213,Yes,No,No,Yes
12/13/1969,14204,Yes,Yes,Yes,Yes
3/10/1946,14215,Yes,Yes,Yes,No
12/7/1933,14214,Yes,Yes,No,Yes
4/5/1927,14213,No,No,No,Yes
4/19/1981,14210,Yes,No,Yes,Yes
2/24/1995,14211,No,Yes,No,No
3/17/2007,14222,No,Yes,Yes,No
5/2/1974,14222,No,No,Yes,Yes
9/14/1954,14213,Yes,No,Yes,Yes
4/24/1928,14214,Yes,No,No,Yes
10/5/1923,14213,Yes,No,No,Yes
7/6/1909,14203,No,No,Yes,Yes
11/19/1968,14215,No,Yes,Yes,Yes
7/3/1994,14201,No,No,Yes,Yes
9/20/1946,14206,Yes,Yes,Yes,Yes
2/19/2001,14213,Yes,No,Yes,No
7/5/1977,14210,No,Yes,Yes,No
9/3/1933,14210,No,Yes,No,Yes
11/24/1996,14222,Yes,Yes,Yes,Yes
5/25/2004,14216,No,Yes,Yes,Yes
4/8/1979,14223,No,No,Yes,Yes
2/15/1976,14212,No,Yes,Yes,Yes
12/27/1901,14223,No,Yes,Yes,Yes
4/2/1983,14212,No,Yes,No,Yes
2/29/1948,14222,Yes,Yes,Yes,Yes
1/13/1970,14214,Yes,Yes,Yes,Yes
5/31/1945,14206,No,Yes,Yes,Yes
12/3/1993,14206,Yes,Yes,Yes,Yes
2/20/2001,14223,Yes,No,No,No
10/4/2000,14212,No,Yes,Yes,Yes
5/6/1994,14210,No,No,Yes,Yes
4/20/1904,14206,Yes,Yes,Yes,No
8/20/1974,14222,Yes,Yes,Yes,Yes
6/25/1942,14204,Yes,Yes,Yes,Yes
4/12/1996,14208,No,No,No,No
8/25/1932,14215,No,Yes,Yes,Yes
2/27/1994,14208,No,Yes,Yes,Yes
5/30/1934,14201,Yes,No,Yes,Yes
7/25/1959,14215,No,No,Yes,Yes
5/4/1949,14223,Yes,Yes,Yes,Yes
10/10/1995,14202,Yes,No,Yes,Yes
9/9/1915,14201,Yes,No,No,No
10/26/2004,14204,No,Yes,Yes,Yes
7/28/1906,14223,No,Yes,Yes,No
12/25/1987,14206,Yes,No,No,Yes
4/27/1944,14214,No,Yes,Yes,Yes
